Name,Location,Start date,End date,Type,Format,Rounds,URL,Special,Continent,Category,Live games,Prize Fund,Description,Venue,Landing,Players
1st Medway Rapidplay,Chatham - England,May 24,May 24,Open,Rapid,,,,Europe,,,,,,,
55th Cotswold Chess Congress,Gloucester - England,May 24,May 26,Open,Classical,,https://www.cognitoforms.com/KevinMarkey1/_2025CotswoldChessCongress,,Europe,,,,,,,
Poplar Rapid Tournaments - 15th Series,London - England,May 24,May 24,Open,Rapid,,https://britchess.wufoo.com/cabinet/055cfa0a-d78c-472a-be3c-79e39213f99e,,Europe,,,,,,,
6th Cheam FIDE RapidPlay,Sutton - England,May 24,May 24,Open,Rapid,,https://tinyurl.com/Psyon-Chess-Cheam-RP6,,Europe,,,,,,,
4th Sheffield Chess Centre Rapidplay,Sheffield - England,May 24,May 24,Open,Rapid,,https://sheffieldchessinternational.uk/enter-online/,,Europe,,,,,,,
Kapiti Rapid 2025,Paraparaumu - New Zealand,May 24,May 24,Open,Rapid,,https://newzealandchess.co.nz/event/kapiti-rapid-2025/,,Oceania,,,,,,,
Chessroad Junior Chess Tournament #4,Auckland - New Zealand,May 24,May 24,Junior,Rapid,,https://newzealandchess.co.nz/event/5749/,,Oceania,juniors,,,,,,
2ND New Delhi Open International FIDE Rated Rapid Chess Tournament,Delhi - India,May 24,May 25,Open,Rapid,,https://aicf.in/wp-content/uploads/2025/03/Brochure_2nd-New-Delhi-Open-International-FIDE-Rated-Rapid-Blitz-Chess-Tournament-F.pdf,,Asia,,,,,,,
34th Cusat FIDE Rated Chess Tournament,Kerala - India,May 24,May 27,Open,Classical,,https://aicf.in/wp-content/uploads/2025/03/34th-CUSAT-FIDE-RATED-CHESS-TOURNAMENT-1.pdf,,Asia,,,,,,,
All India Civil Services (Men) Chess Tournament 2024-25,Goa - India,May 24,May 29,Open,Classical,,https://aicf.in/wp-content/uploads/2025/04/Civil-Services-Prospectus-2025.pdf,,Asia,,,,,,,
German Individual Blitz Championship 2025,Munich - Germany,May 24,May 24,National,Blitz,,https://www.schachbund.de/,,Europe,,,,,,,
2nd 8x8 Open,Plovdiv - Bulgaria,May 24,May 24,Open,Rapid,,https://chess-results.com/UploadData.aspx?lan=1&tnr=1173172&Uid=1,,Europe,,,,,,,
Memorial Day Classic,California - USA,May 24,May 26,Open,Classical,,https://www.scchess.com/,,North America,,,,,,,
Norway Chess ‍Women,Stavanger - Norway,May 25,June 6,RR,Classical,10,https://calendar.chessdom.com/norway-chess-women-2025/,yes,Europe,Women,https://lichess.org/broadcast/norway-chess-2025--women/round-4/c2bOvWmU,,,,,"Ju Wenjun, Lei Tingjie, Koneru, Muzychuk A, Vaishali, Khademalsharieh"
Norway Chess,Stavanger - Norway,May 25,June 6,RR,Classical,10,https://calendar.chessdom.com/norway-chess-2025/,yes,Europe,,https://lichess.org/broadcast/norway-chess-2025--open/PcsMbQ9J,,,,,"Magnus Carlsen, Fabiano Caruana, Hikaru Nakamura, Erigaisi Arjun, Gukesh D, Yi Wei"
"Memoriál Gusta Bielika, turnaj štvorčlenných družstiev v rapid šachu",Považská Bystrica,May 25,May 25,Teams,Rapid,,https://www.skpp.sk/index.php/ct-menu-item-16,,Europe,,,,,,,
Int. Bodensee-Seniorenopen,Austria,May 25,May 31,,Classical,,https://www.bodensee-open.com/bodensee-open/,,Europe,seniors,,,,,,
Vårsnabben,Stockholm - Sweden,May 25,May 25,Open,Rapid,,https://schack.se/wp-content/uploads/2025/02/image_1.jpg,,Europe,,,,,,,
Coulsdon Chess Late Spring Standardplay Congress,Coulsdon - England,May 25,May 26,Open,Classical,,https://ccfworld.com/Chess/Adult%20Competitions/Longplays_info.htm,,Europe,,,,,,,
Canterbury Junior Sunday Series 2025 – #4,Christchurch - New Zealand,May 25,May 25,Junior,Rapid,,https://newzealandchess.co.nz/event/canterbury-junior-sunday-series-2025-1-2-2-2/,,Oceania,,,,,,,
New Delhi Open International FIDE Rated Blitz Chess Tournament,Delhi - India,May 25,May 25,Open,Blitz,,,,Asia,,,,,,,
Vratsa Chess 2025,Vratsa - Bulgaria,May 25,May 26,Open,Rapid,,https://bgrating.chessvr.com/Reglament%20Chess%20Festival%20Vratsa%202025.pdf,,Europe,,,,,,,
Torneo de Ajedrez Expo Feria Escarcega 2025,Escárcega - Mexico,May 25,May 25,Open,Classical,,https://ajedrezcampeche.com/feriaESCARCEGA2025/,,North America,,,,,,,
3rd Cambridge International Open,Cambridge - England,May 26,May 31,Open,Classical,,https://www.englishchess.org.uk/3rd-cambridge-international-open/,,Europe,,,,,,,Michael Adams
Charlotte Rapid/Blitz Championship 2025,Charlotte - USA,May 26,May 26,Open,Classical,,https://www.charlottechesscenter.org/events/clubrapidblitz,,North America,,,,,,,
Norway Chess ‍ Open,Stavanger - Norway,May 26,June 1,Open,Classical,,https://norwaychess.no/en/,,Europe,,,,,,,
II Tartu Chess Festival - ALEXELA CHILDREN’S TOURNAMENT,Tartu - Estonia,May 26,May 26,Junior,Rapid,,https://www.facebook.com/tartumalefestival,,Europe,,,,,,,
Summer Cup 2025,Astana - Kazakhstan,May 26,May 30,Open,Classical,,https://calendar.fide.com/event_files/3218/Summer_Cup_2025_ENG.pdf,,Asia,,,,,,,
5th Norfolk Blitz,Cottishall - England,May 26,May 26,Open,Blitz,,https://britchess.wufoo.com/cabinet/4d88f965-bfd9-4958-81cf-560cbdd81bf0,,Europe,,,,,,,
Dubai Open,Dubai - United Arab Emirates,May 27,June 4,Open,Classical,,https://www.chessdom.com/dubai-chess-open-2025/,,Asia,,,,,,,"Sarin Nihal, Eline Roebers, Shant Sargysan, Aleksandar Indjic, Pouya Idani, Mahammad Muradli, Jingyao Ting, Eline Roebers"
Tatrafest: 19. ročník SeniorBlesk,Vysoké Tatry,May 27,May 27,Open,Blitz,,https://tatrafest.sk/,,Europe,seniors,,,,,,
Coulsdon Chess Summer Half Term Round Robin A,Coulsdon - England,May 27,May 27,Junior,Rapid,,https://ccfworld.com/Chess/Junior%20Home%20Page/Holiday%20Camps%2023-24.htm,,Europe,,,,,,,
Warrior Chess Academy International FIDE Rated Open Chess Tournament,Chennai - India,May 27,May 31,Open,Classical,,https://aicf.in/wp-content/uploads/2025/04/Warrior-Chess-Academy-Open-FIDE-Rated-Tournament-Final-Prospectus-27th-to-31st-May-2025-1.pdf,,Asia,,,,,,,
Stepan Avagyan Memorial,Jermuk - Armenia,May 28,June 6,RR,Classical,yes,https://www.chessdom.com/stepan-avagyan-memorial-2025/,yes,Europe,,https://lichess.org/broadcast/6th-stepan-avagyan-memorial/KzKJzWsc,,,,,"Chithambaram VR. Aravindh, Praggnanandhaa R., Samuel Sevian, Benjamin Gledura, Nodirbek Yakubboev, Jonas Buhl Bjerre, Aram Hakobyan, Robert Hovhannisyan, Dmitrij Kollars, Xu Xiangyu"
PlusCity Grand Prix - Blitz - ,Austria,May 29,May 29,Open,Blitz,yes,https://grandprix-chess.com/,,Europe,,,,,,,"Alexey Sarana, Alexander Grischuk, Kirill Alekseenko, Parham Maghsoodloo, Baadur Jobava, Eltaj Safarli, Eduardo Iturrizaga Bonelli, Nikita Vitiugov, Alexandra Kosteniiuk, Dinara Wagner, Eltaj Safarli, Sergei Movsesian, Georg Meier, Maxim Rodshtein"
Israeli Women Elite League,Israel,May 29,May 31,Team,Classical,,https://chess-results.com/tnr1183169.aspx?lan=1,,Europe,,,,,,,"Alina Bivol, Ticia Gara, Olga Badelka, Marsel Efroimski, Yulia Osmak, Irina Gaponenko"
3rd Munich Chess Festival,Munich - Germany,May 29,June 14,Open,Classical,,https://schachfestivalmuenchen.de/,,Europe,,,,,,,Pavel Eljanov
21. Stockerauer Schach-Open,Austria,May 29,June 1,Open,Classical,,https://www.schachverein-stockerau.at/,,Europe,,,,,,,
"29. Intern. Raiffeisen Schach-Open Ratten A-, B-, C- und Blitzturnier",Austria,May 29,June 1,Open,Classical,,http://www.horn-union-ratten.at/,,Europe,,,,,,,
Gutenberg Open Mainz 2025,Germany,May 29,June 1,Open,Classical,,https://vorwaerts-orient.de/2025/02/gutenberg-open-mainz-2025/,,Europe,,,,,,,
Munich Open,Munich - Germany,May 29,June 2,Open,Classical,,https://schachfestivalmuenchen.de/,,Europe,,,,,,,
European School Chess Championship 2025,Mamaia - Romania,May 29,June 8,Continental Juniors,Classical,9,https://www.chessdom.com/european-school-chess-championship-2025/,,Europe,juniors,,,,,,
Halmstad Open & Harplinge Open,Halmstad - Sweden,May 29,May 31,Open,Classical,,https://schack.se/wp-content/uploads/2025/02/Halmstad-Open-2025-1.pdf,,Europe,,,,,,,
52nd KRONBORG CHESS OPEN 2025,Snekkersten - Denmark,May 29,June 1,RR,Classical,,https://kronborgchessopen.dk/en/home/,,Europe,,,,,,,
SSB/FSS BUNDESTURNIER 2025,Pfaffikon - Switzerland,May 29,June 1,Open,Classical,,http://www.swisschesstour.com/1/bundesturnier_2025_4140465.html,,Europe,,,,,,,
Chess Tournament Grand Prix 2025,Pasching - Austria,May 29,June 1,Open,Mixed,,https://grandprix-chess.com/,,Europe,,,,,,,
Internationale Stuttgarter Stadtmeisterschaft,Stuttgart - Germany,May 29,June 1,Open,Classical,,https://www.stuttgarter-stadtmeisterschaft.de/,,Europe,,,,,,,
21st Stockerau Chess Open,Stockerau - Austria,May 29,June 1,Open,Classical,,https://www.schachverein-stockerau.at/open2025en,,Europe,,,,,,,
Open VSF-Kampioenschap 2025,Gent - Belgium,May 29,June 1,Open,Classical,,https://www.kgsrl.be/vsf2025/index.html,,Europe,,,,,,,
1st BDCA All India Below-1800 FIDE Rated Classical Chess TMT,Karnataka - India,May 29,May 31,Open,Classical,,https://aicf.in/wp-content/uploads/2025/03/BDCA-U-1800-BELGAUM-FIDE-CLASSICAL-TMT-.pdf,,Asia,,,,,,,
Corporate Chess Cup 2025,Astana - Kazakhstan,May 29,May 29,Open,Rapid,,https://kazchess.kz/tournament/corporate-chess-cup-2025,,Asia,,,,,,,
PlusCity Grand Prix - Team Blitz (Staatsmeisterschaft),Austria,May 30,May 30,,,,https://grandprix-chess.com/,,Europe,,,,,,,"Alexey Sarana, Alexander Grischuk, Kirill Alekseenko, Parham Maghsoodloo, Baadur Jobava, Eltaj Safarli, Eduardo Iturrizaga Bonelli, Nikita Vitiugov, Alexandra Kosteniiuk, Dinara Wagner, Eltaj Safarli, Sergei Movsesian, Georg Meier, Maxim Rodshtein"
Albena Cup 2025,Bulgaria,May 30,June 5,,Classical,,,,Europe,,,,,,,
Kibix Open,Umeå - Sweden,May 30,June 1,Open,Classical,,https://schack.se/wp-content/uploads/2025/04/Kibix-Open-2025.pdf,,Europe,,,,,,,
5º IRT Internacional Ajedrez en Alicante,Alicante - Spain,May 30,June 1,Open,Classical,,https://www.eventosdeajedrez.com/,,Europe,,,,,,,
VI Coop Saaremaa Chess Festival - Blitz,Kuressaare - Estonia,May 30,May 30,Open,Blitz,,https://www.facebook.com/saaremaamalefestival,,Europe,,,,,,,
New Zagreb Classic Futures 2025 (U20),Zagreb - Croatia,May 30,June 1,Junior,Classical,,https://newzgclassic.com/,,Europe,,,,,,,
London Chess League FIDE Weekender,London - England,May 30,June 1,Open,Classical,,https://form.jotform.com/223566285096970,,Europe,,,,,,,
Royal Jaipur Chess Under 1800 Classical FIDE Rating Tournament,Jaipur - India,May 30,June 1,Open,Classical,,https://aicf.in/wp-content/uploads/2025/02/Under-1800-May-2025-Final_compressed.pdf,,Asia,,,,,,,
Utrecht Open,Utrecht - Netherlands,May 30,June 1,Open,Classical,,https://www.paulkeres.nl/oku/,,Europe,,,,,,,
6. Stadionschnellschachturnier Memmingen 2025,Germany,May 31,May 31,,,,https://chess-results.com/tnr1094499.aspx?lan=0&turdet=YES,,Europe,,,,,,,
DUPLIKOVANY ZAZNAM - Majstrovstá Gemera v šachu,Revúca,May 31,May 31,Open,Rapid,,http://chess.sk/files/turnaje/Screenshot_5.png,,Europe,,,,,,,
The Drogheda Chess Congress 2025,Drogheda - Ireland,May 31,June 2,Open,Classical,,https://droghedachessclub.wordpress.com/,,Europe,,,,,,,
VI Coop Saaremaa Chess Festival - Rapid,Kuressaare - Estonia,May 31,June 1,Open,Rapid,,https://www.facebook.com/saaremaamalefestival,,Europe,,,,,,,
Prishtina Open 2025,Pristina - Kosovo,May 31,June 7,Open,Classical,,https://shahu-rks.com/,,Europe,,,,,,,
South Yorkshire EJCOA Zonal,Sheffield - England,May 31,May 31,Junior,Rapid,,https://sheffieldchessinternational.uk/2025-south-yorkshire-ejcoa-qualifier/,,Europe,,,,,,,
47th Trusts Open 2025,Auckland - New Zealand,May 31,June 2,Open,Classical,,https://newzealandchess.co.nz/event/47th-trusts-open-2025/,,Oceania,,,,,,,
3rd Checkmate All India open FIDE Rated Rapid Chess Tournament,Karnataka - India,May 31,June 1,Open,Rapid,,https://aicf.in/wp-content/uploads/2025/04/3rd-CNM-tournament-Broucher-Rapid_compressed.pdf,,Asia,,,,,,,
Serbia Chess Championship 2025,Serbia,May 31,June 8,National,Classical,,https://serbiachess.org/,,Europe,,,,,,,
Serbia Women Chess Championship 2025,Serbia,May 31,June 8,National,Classical,,https://serbiachess.org/,,Europe,women,,,,,,
Italian Blitz Chess Championship,Parma - Italy,May 31,May 31,Open,Blitz,,https://www.federscacchi.com/fsi/,,Europe,,,,,,,
Majski Rapid Turnir za Decu,Kraljevo - Serbia,May 31,May 31,Junior,Rapid,,https://chess-results.com/tnr1162656.aspx?lan=1,,,,,,,,,
Hong Kong 68th Festival of Sport – Chess Open,Hong Kong - China,May 31,May 31,Open,Blitz,,https://hkcfl.com/68th-festival-of-sport-chess-open/?fbclid=IwY2xjawKV2_RleHRuA2FlbQIxMQABHrvynPN0ZE_pHHEQLbZ9tJjwP3xifztgjFT5o6YoLSMG6Oxf-GjqJyGZEJDF_aem_J337hsGWjAcDjqMPFLrBpA,,Asia,,,,,,,
1° Torneo Internazionale OVER 20 CITTÀ DI VIGEVANO,Vigevano - Italy,May 31,June 2,Open,Classical,,https://vesus.org/tournament/u9abTZ87,,Europe,,,,,,,
PlusCity GrandPrix - Team Rapid (Staatsmeisterschaft),Austria,June 1,June 1,,,,https://grandprix-chess.com/,,Europe,,,,,,,"Alexey Sarana, Alexander Grischuk, Kirill Alekseenko, Parham Maghsoodloo, Baadur Jobava, Eltaj Safarli, Eduardo Iturrizaga Bonelli, Nikita Vitiugov, Alexandra Kosteniiuk, Dinara Wagner, Eltaj Safarli, Sergei Movsesian, Georg Meier, Maxim Rodshtein"
Viswanathan Anand – Faustino Oro match,La Versiliana - Italy,June 1,June 1,Match,Classical,,https://www.chessdom.com/viswanathan-anand-faustino-oro-match/,,Europe,,,,,,,"Viswanathan Anand, Faustino Oro"
Aberdeen Megafinal,Aberdeen - Scotland,June 1,June 1,Junior,Rapid,,https://www.delanceyukschoolschesschallenge.com/product/2025-aberdeen-megafinal/,,Europe,,,,,,,
1st Makarand Aaba Patil Chashak FIDE Rapid Rating Chess Tournament 2025,Maharashtra - India,June 1,June 1,Open,Rapid,,,,Asia,,,,,,,
75th Tamil Nadu State OPEN Chess Championship 2025,Tamil Nadu - India,June 1,June 5,Open,Classical,,https://aicf.in/wp-content/uploads/2025/04/Prospectus_TN-Open-Championship-2025.pdf,,Asia,,,,,,,
National Under 07 Chess Championship,Odisha - India,June 1,June 5,Junior,Classical,,https://aicf.in/wp-content/uploads/2025/04/National-Under-07.pdf,,Asia,Juniors,,,,,,
National Under 07 Girls Chess Championship,Odisha - India,June 1,June 5,Junior,Classical,,https://aicf.in/wp-content/uploads/2025/04/National-Under-07.pdf,,Asia,Juniors,,,,,,
Bulgarian Youth Chess Championships,Primorsko - Bulgaria,June 1,June 7,Open,Classical,,https://bulchess.com/,,Europe,juniors,,,,,,
Italian Rapid Chess Championship 2025,Parma - Italy,June 1,June 1,Open,Rapid,,https://federscacchi.it/,,Europe,,,,,,,
XI Torneo de Ajedrez 'Villa de Cuéllar',Cuellar - Spain,June 1,June 1,Open,Rapid,,https://drive.google.com/file/d/1yRNhzP55XLSswm4Yrb8sSV6rTzibZdsj/view,,Europe,,,,,,,
KCA Rapid Open V (FIDE Rated),Hong Kong - China,June 1,June 1,Open,Rapid,,https://forms.gle/bga3Qe6J4MyGCBvf6,,Asia,,,,,,,
Schulschach - Bundesfinale Sek I und Sek II Pöchlarn,Austria,June 2,June 6,,Classical,,https://rundschreiben.bmbwf.gv.at/rundschreiben/?id=1426,,Europe,,,,,,,
Polish Team Championship Ekstraliga 2025,Chotowa - Poland,June 2,June 11,Teams,Classical,,https://www.chessdom.com/polish-team-championship-ekstraliga-2025-live/,,Europe,,,,,,,"Pentala Harikrishna, Frederik Svane, Matthias Bluebaum, David Navara, Daniel Dardha, Rasmus Svane, Andrei Volokitin, Maxime Lagarde, Ferenc Berkes, Marc`Andria Maurizzi, Szymon Gumularz, Volodymyr Onyshchuk, Adam Kozak, Valery Kazakouski, Mateusz Bartel, Kacper Piorun, Jacek Tomczak, Bartosz Socko, Ihor Samunenkov, Paulius Pultinevicius, Jakub Kosakowski, Tomasz Warakomski, Wojciech Moranda, Toms Kantans, Mahel Boyer, Igor Janik, Michal Krasenkow, Bartlomiej Heberla, Jan Klimkowski, Jan Malek, Marcin Tazbir, Christopher Noe, Milosz Szpar, Jonasz Baum, Lukasz Cyborowski"
Muswell Hill FIDE Chess,London - England,June 3,June 3,Open,Rapid,,https://form.jotform.com/62384663046964,,Europe,,,,,,,
Zupanja Celebrates Chess GM 1 tournament,Zupanja - Croatia,June 3,June 9,RR,Classical,,http://www.biosamdobiven.com/,,Europe,,,,,,,
Zupanja Celebrates Chess IM 1 tournament,Zupanja - Croatia,June 3,June 9,RR,Classical,,http://www.biosamdobiven.com/,,Europe,,,,,,,
Western Asia Juniors and Girls Chess Championships 2025,Colombo - Kaluthara - Sri Lanka,June 4,June 11,Continental Juniors,Classical,9,https://www.chessdom.com/western-asia-juniors-and-girls-chess-championships-2025/,,Asia,Juniors,,,,,,
National Open,Las Vegas - USA,June 4,June 8,Open,Classical,,https://www.vegaschessfestival.com/,,North America,,,,,,,"Zhou Jianchao, Illia Nyzhnyk, Robby Kevlishvili, Viktor Matviishen, Emilio Cordova Daza, Bellahcene Bellahcene, Arman Mikaelyan, Cristhian Arnaldo Cruz Sanchez, Gabor Nagy, Gabriel Flom, Samrug Narayanan, Oleksii Bilych, Ehsan Ghaemmaghami  "
Hendon FIDE Blitz,West Hampstead - England,June 5,June 5,Open,Blitz,,https://form.jotformeu.com/51261943542958,,Europe,,,,,,,
June Rapid 2025,Adelaide - Australia,June 5,June 5,Open,Rapid,,https://sachess.org.au/event/june-rapid-2025/,,Oceania,,,,,,,
Araguari International Chess Open 2025 ,Brazil,June 5,June 8,Open,Classical,,https://araguarichessopen.blogspot.com/,,South America,,,,,,,
Marshall Premier (2000+),New York - USA,June 6,June 8,Open,Classical,,https://www.marshallchessclub.org/tournaments/upcoming,,North America,,,,,,,
Marshall Premier (u2000),New York - USA,June 6,June 8,Open,Classical,,https://www.marshallchessclub.org/tournaments/upcoming,,North America,,,,,,,
"17. Int. Salzkammergut Schachopen 2025 (5 Gruppen, FIDE-Wertung)",Austria,June 6,June 9,Open,Classical,,http://salzkammergutopen.gnx.at/,,Europe,,,,,,,
2025 NSW Open,Sydney - Australia,June 6,June 9,Open,Classical,,https://auschess.org.au/,,Oceania,,,,,,,
West Auckland Secondary Schools Regional Interschools,Auckland - New Zealand,June 6,June 6,Junior,Rapid,,https://newzealandchess.co.nz/event/southland-secondary-schools-regional-interschools-2-2-2-2-2-2-2-2-2-2-2-2/,,Oceania,,,,,,,
6TH CHESSMII INTERNATIONAL BELOW 1680 FIDE RATED CHESS TOURNAMENT,Kerala - India,June 6,June 8,Open,Classical,,https://aicf.in/wp-content/uploads/2025/04/6th-CHESSMII-INTERNATIONAL-BELOW-1680-FIDE-Brochure.pdf,,Asia,,,,,,,
Golden Knights Chess Academy 3rd International FIDE Rating Below 1800 Chess Tournament,Coimbatore - India,June 6,June 8,Open,Classical,,,,Asia,,,,,,,
 Eastern Class Championships 2025,Connecticut - USA,June 6,June 8,Open,Classical,,https://www.chesstour.com/ecc25.htm,,North America,,,,,,,
Open Mamaia,Mamaia - Romania,June 6,June 9,Open,Classical,,https://frsah.ro/,,Europe,,,,,,,
Orjan Lindroth Memorial 2025,Nassau - Bahamas,June 6,June 9,Open,Classical,,https://www.chessdom.com/orjan-lindroth-memorial-chess-tournament-2025/,,North America,,,,,,,
Hasslocher Schachtage 2025,Hassloch - Germany,June 6,June 9,Open,Classical,,http://www.schachclub-1926-hassloch.de/,,Europe,,,,,,,
Jamaica Chess Championship 2025,Jamaica,June 6,June 11,Open,Classical,,https://jamchess.com/,,North America,,,,,,,
Ivanec Open 2025,Croatia,June 6,June 8,Open,Classical,,https://www.ngchess.info/ivanec2025,,Europe,,,,,,,
Oeffinger Open,Stuttgart - Germany,June 6,June 9,Open,Classical,,https://www.schachbund.de/turnierdetails/14-oeffinger-open.html,,Europe,,,,,,,
Campeonato Femenino de Euskadi 2025,Spain,June 6,June 8,Open,Classical,,https://www.ajedrezvasco.com/,,Europe,women,,,,,,
Nord-Norsk mesterskap,Harstad - Norway,June 6,June 9,Open,Classical,,https://www.harstadsjakklubb.no/?p=4336,,Europe,,,,,,,
Zupanja Celebrates Chess Open,Zupanja - Croatia,June 6,June 8,Open,Classical,,http://www.biosamdobiven.com/,,,,,,,,,
Reinter Chess Open,Slovakia,June 6,June 8,Open,Classical,,https://www.chessdom.com/reinter-chess-open-2025/,,Europe,,,,,,,
Swiss youth and junior chess championship,Winterthur - Switzerland,June 6,June 9,Open,Classical,,https://www.chessdom.com/swiss-youth-and-junior-chess-champions-crowned/,,Europe,,,,,,,
XXXVII Torneo Internacional de Ajedrez Ciudad De Dos Hermanas,Dos Hermanas - Spain,June 7,June 7,Open,Blitz,,https://www.doshermanas.net/actividades/xxxvii-torneo-internacional-de-ajedrez-ciudad-de-dos-hermanas/,,Europe,,,,,,,Eduardo Iturrizaga Bonelli
